Rank,Title,Year,Rating,Weight,Type,Min Players,Max Players,Community Player Count Min,Community Player Count Max,Community Best Player Count Min,Community Best Player Count Max,Playing Time Min,Playing Time Max,Age,Community Age,Designers,Artists,Categories
597,Amerigo,2013,7.43321,2.9718,Strategy Game(364),2,4,2,4,4,4,90,90,10,10,Stefan Feld,Harald Lieske; Claus Stephan,Nautical; Renaissance
598,Forbidden Desert,2013,7.06197,2.0426,Family Game(170),2,5,1,5,4,4,45,45,10,8,Matt Leacock,C. B. Canga; Tyler Edlin,Adventure; Fantasy; Science Fiction
599,Junk Art,2016,7.35078,1.2,"Party Game(23), Family Game(131)",2,6,2,6,4,6,30,30,8,6,Jay Cormier; Sen-Foong Lim,Philippe Guérin; Chris Quilliams,Action / Dexterity; Party Game
600,Deus,2014,7.26392,2.8273,Strategy Game(390),2,4,2,4,3,3,60,90,14,12,Sébastien Dujardin,Maëva da Silva; Christine Deschamps; Paul Laffond; Ian Parovel,Civilization; Mythology
601,Pandemic: The Cure,2014,7.23184,2.0643,"Strategy Game(421), Family Game(145)",2,5,1,5,3,4,30,30,8,8,Matt Leacock,Bernard Bittler; Philippe Guérin; Chris Quilliams,Dice; Environmental; Medical
602,Sheriff of Nottingham,2014,7.04811,1.66,"Party Game(45), Family Game(176)",3,5,3,5,5,5,60,60,14,8,Sérgio Halaban; André Zatz,John Guytan; Lorraine Schleter; David Sladek,Bluffing; Card Game; Humor; Medieval; Negotiation; Novel-based; Party Game
603,Betrayal Legacy,2018,7.65393,2.8989,Thematic(126),3,5,3,5,5,5,45,90,12,12,Rob Daviau; Noah Cohen; JR Honeycutt; Ryan Miller; Brian Neff; Andrew Veen,Scott Okumura; Ben Oliver,Adventure; Exploration; Horror; Miniatures
604,Thurn and Taxis,2006,7.09145,2.2567,"Strategy Game(435), Family Game(162)",2,4,2,4,3,4,60,60,10,10,Andreas Seyfarth; Karen Seyfarth,Michael Menzel,Post-Napoleonic; Transportation
605,QE,2019,7.33809,1.5693,"Strategy Game(385), Family Game(130)",3,5,3,5,5,5,45,45,8,10,Gavin Birnbaum,Anca Gavril,Economic
606,Mansions of Madness,2011,7.25171,3.2427,Thematic(164),2,5,2,5,5,5,120,180,13,14,Corey Konieczka,Christopher Burdett; Anders Finér; Henning Ludvigsen,Adventure; Exploration; Fantasy; Fighting; Horror; Miniatures; Murder / Mystery; Puzzle
607,Alhambra,2003,7.03508,2.0986,"Strategy Game(467), Family Game(169)",2,6,2,5,3,3,45,60,8,8,Dirk Henn,Jörg Asselborn; Jo Hartwig; Patricia Limberger; Christof Tisch,City Building; Medieval
608,Unfathomable,2021,7.46546,3.125,Thematic(133),3,6,4,6,5,5,120,240,14,14,Tony Fanchi; Corey Konieczka,Henning Ludvigsen,Bluffing; Deduction; Fantasy; Horror; Novel-based
609,CATAN,1995,7.09128,2.2846,"Strategy Game(572), Family Game(204)",3,4,3,4,4,4,60,120,10,8,Klaus Teuber,Volkan Baga; Tanja Donner; Pete Fenlon; Jason Hawkins; Eric Hibbeler; Michaela Kienle; Andreas Klober; Harald Lieske; Michael Menzel; Marion Pott; Quentin Regnes; Andreas Resch; Matt Schwabel; Franz Vohwinkel; Stephen Graham Walsh,Economic; Negotiation
610,Descent: Journeys in the Dark,2005,7.2735,3.346,Thematic(158),2,5,2,5,5,5,120,240,13,10,Kevin Wilson,Jesper Ejsing; John Goodenough; Frank Walls,Adventure; Exploration; Fantasy; Fighting; Miniatures
611,Imhotep,2016,7.12529,2.0138,Family Game(160),2,4,2,4,4,4,40,40,10,10,Phil Walker-Harding,Miguel Coimbra; Michaela Kienle,Ancient; Transportation
612,Lacrimosa,2022,7.62338,3.1667,Strategy Game(359),1,4,1,4,3,3,90,90,14,12,Gerard Ascensi; Ferran Renalias,Jared Blando; Enrique Corominas,Music
613,Hot Streak,2025,8.01046,1.2414,Party Game(7),2,9,3,8,5,6,20,20,6,6,Jon Perry,Cécile Gariépy,Party Game; Racing
614,Risk Legacy,2011,7.34802,2.5845,Strategy Game(432),3,5,4,5,5,5,60,60,13,10,Rob Daviau; Chris Dupuis,Richard Edwards; Jason Taylor,Science Fiction; Wargame
615,Blood Bowl (Third Edition),1994,7.55567,2.987,"Thematic(125), Strategy Game(424)",2,2,2,2,2,2,180,180,12,12,Jervis Johnson,Wayne England; David Gallagher; Richard Wright,Fantasy; Fighting; Miniatures; Sports
616,Dinosaur Island: Rawr 'n Write,2021,7.66623,2.8348,Strategy Game(361),1,4,1,4,2,2,30,45,10,10,Brian Lewis; David McGregor; Marissa Misura,Kwanchai Moriya; Andrew Thompson,Animals; Dice; Science Fiction
617,Railroad Ink: Deep Blue Edition,2018,7.14939,1.4586,Family Game(161),1,6,1,6,2,2,20,30,8,8,Hjalmar Hach; Lorenzo Silva,Marta Tranquilli,Dice; Trains
618,Oceans,2020,7.39832,2.8554,Strategy Game(404),2,4,2,4,3,3,60,90,12,10,Nick Bentley; Dominic Crapuchettes; Ben Goldman; Brian O'Neill,Guillaume Ducos; Catherine Hamilton,Animals; Card Game; Educational; Environmental; Prehistoric
619,Las Vegas,2012,7.1791,1.1726,Family Game(155),2,5,3,5,4,4,30,30,8,8,Rüdiger Dorn,Harald Lieske; Markus Schmuck; Mia Steingräber,Dice
620,Charterstone,2017,7.17978,2.8495,Strategy Game(453),1,6,2,6,6,6,45,75,14,12,Jamey Stegmaier,Lina Cossette; David Forest,City Building; Economic; Medieval
621,Port Royal,2014,7.10502,1.6294,Family Game(165),2,5,2,5,3,4,20,50,8,8,Alexander Pfister,Klemens Franz; Atanas Lozanski,Card Game; Economic; Nautical; Pirates
622,Nova Luna,2019,7.25937,1.8794,"Abstract Game(24), Family Game(147)",1,4,1,4,2,2,30,60,8,8,Uwe Rosenberg; Corné van Moorsel,Lukas Siegmon,Abstract Strategy; Puzzle
623,Galaxy Trucker (Second Edition),2021,7.41524,2.2683,"Thematic(154), Family Game(136)",2,4,2,4,3,4,20,30,8,8,Vlaada Chvátil,Tomáš Kučerovský,Adventure; Aviation / Flight; Dice; Humor; Real-time; Science Fiction; Space Exploration; Transportation
624,Ingenious,2004,7.09643,1.9054,Abstract Game(30),1,4,2,4,2,2,30,45,8,8,Reiner Knizia,Michaela Kienle; Fabio Maiorana; Scott Nicely; Simone Peruzzi; Andreas Resch; Nick Whyles,Abstract Strategy
625,Argent: The Consortium,2015,7.60275,3.7521,Strategy Game(366),2,5,2,4,3,4,60,150,10,12,Trey Chambers,Jennifer Easley; Eunice Abigael Tiu,Fantasy; Political
626,Escape Plan,2019,7.48315,3.6799,Strategy Game(382),1,5,1,5,4,4,60,120,12,12,Vital Lacerda,Ian O'Toole,Adventure
627,Raptor,2015,7.21633,2.0733,Strategy Game(430),2,2,2,2,2,2,30,30,9,8,Bruno Cathala; Bruno Faidutti,Vincent Dutrait,Animals; Fighting; Science Fiction
628,TZAAR,2007,7.66955,2.4805,Abstract Game(7),2,2,2,2,2,2,30,60,13,8,Kris Burm,Kris Burm; lu'cifer,Abstract Strategy
629,Shadows of Brimstone: City of the Ancients,2014,7.94956,3.375,Thematic(94),1,4,1,4,4,4,120,120,12,12,Jason C. Hill,Gaël Goumon; Jack Scott Hill; Ralph Horsley; Tomasz Jedruszek; Brian Snoddy; Ben Wootten,Adventure; American West; Exploration; Fantasy; Fighting; Horror; Miniatures
630,Space Empires 4X,2011,7.71992,3.3634,War Game(38),1,4,1,4,2,2,60,240,14,12,Jim Krohn,Rodger B. MacGowan; Mark Simonitch,Bluffing; Civilization; Exploration; Science Fiction; Space Exploration; Wargame
631,"Labyrinth: The War on Terror, 2001 – ?",2010,7.56486,3.6888,"War Game(62), Strategy Game(400)",1,2,1,2,2,2,180,180,12,16,Volko Ruhnke,Donal Hegarty; Rodger B. MacGowan; Leland Myrick; Volko Ruhnke; Mark Simonitch,Modern Warfare; Political; Wargame
632,Star Wars: X-Wing (Second Edition),2018,8.02226,3.1029,"War Game(71), Customizable(11)",2,2,2,2,2,2,30,45,14,10,Jay Little; Max Brooke; Frank Brooks,Jay Little,Aviation / Flight; Bluffing; Collectible Components; Miniatures; Movies / TV / Radio theme; Science Fiction; Wargame
633,Detective: City of Angels,2019,7.868,2.3636,Thematic(89),1,5,1,5,3,4,30,150,14,16,Evan Derrick,Vincent Dutrait,Murder / Mystery
634,Love Letter: Premium Edition,2016,7.43097,1.2903,"Party Game(26), Family Game(143)",2,8,3,8,4,6,20,30,8,8,Seiji Kanai; John Zinser,Kali Fitzgerald; Andrew Hepworth; Jeff Himmelman; Scott Nicely,Card Game; Deduction
635,1775: Rebellion,2013,7.63262,2.3269,War Game(52),2,4,2,4,2,4,60,120,10,10,Beau Beckett; Jeph Stahl,Jarek Nocoń; Steve Paschal,Age of Reason; American Revolutionary War; Wargame
636,Small World Underground,2011,7.22095,2.5882,"Strategy Game(450), Family Game(163)",2,5,2,5,4,4,30,90,8,8,Philippe Keyaerts,Miguel Coimbra,Fantasy; Fighting; Territory Building
637,Camel Up,2014,7.03072,1.5025,Family Game(183),2,8,3,7,4,5,20,30,8,8,Steffen Bogen,Dennis Lohausen,Animals; Arabian; Dice; Racing
638,Fleet: The Dice Game,2018,7.60904,2.505,Strategy Game(372),1,4,1,4,2,2,30,45,8,10,Ben Pinchback; Matt Riddle,Marius Janusonis; Nolan Nasser,Dice; Nautical
639,Discworld: Ankh-Morpork,2011,7.26006,2.2063,Thematic(187),2,4,2,4,4,4,60,60,11,12,Martin Wallace,Peter Dennis; Paul Kidby; Ian Mitchell; Bernard Pearson,Bluffing; Card Game; City Building; Deduction; Fantasy; Novel-based
640,Jamaica,2007,7.05925,1.6619,Family Game(177),2,6,3,6,5,6,30,60,8,8,Malcolm Braff; Bruno Cathala; Sébastien Pauchon,Mathieu Leyssenne,Nautical; Pirates; Racing
641,Etherfields,2020,7.85363,3.5805,Thematic(118),1,4,1,3,1,2,90,180,12,14,Michał Oracz,Mateusz Bielski; Ewa Labak; Michał Sałata,Adventure; Exploration; Fantasy; Miniatures
642,RoboRally,1994,7.04751,2.4286,"Thematic(210), Strategy Game(498)",2,8,3,8,5,6,45,120,12,10,Richard Garfield; Paul Sottosanti,Peter Bergting; Bob Carasca; Phil Foglio; Daniel Gelon; Jennifer Lathrop; Franz Vohwinkel; Peter Whitley,Maze; Miniatures; Racing; Science Fiction
643,Blackout: Hong Kong,2018,7.39688,3.4642,Strategy Game(393),1,4,1,4,3,3,75,150,14,12,Alexander Pfister,Chris Quilliams,Economic; Exploration
644,Wabash Cannonball,2007,7.25248,2.7755,Strategy Game(410),2,6,3,5,4,4,30,60,12,12,John Bohrer,Michael Menzel; Todd Sanders,Economic; Post-Napoleonic; Trains; Transportation
645,Runebound (Third Edition),2015,7.47192,2.7136,Thematic(147),2,4,1,3,2,2,120,180,14,10,Lukas Litzsinger,WiL Springer,Adventure; Exploration; Fantasy; Fighting
646,Star Wars: Unlimited,2024,8.0635,2.3284,Customizable(9),2,4,2,4,2,2,20,20,12,10,Jim Cartwright; Tyler Parrott; Daniel Schaefer; Jeremy Zwirn,N/A,Card Game; Collectible Components; Science Fiction
647,1846: The Race for the Midwest,2005,7.86899,4.0053,Strategy Game(339),3,5,3,5,4,4,120,240,14,12,Thomas Lehmann,Chris Lawson; Rodger B. MacGowan; Kurt Miller; Mark Simonitch; John Tamplin,Economic; Trains
648,Sushi Go!,2013,6.98447,1.1637,Family Game(196),2,5,3,5,4,4,15,15,8,6,Phil Walker-Harding,Nan Rangsima; Tobias Schweiger; Phil Walker-Harding,Card Game; Party Game
649,The Grizzled,2015,7.11426,1.9738,Thematic(184),2,5,3,5,4,5,30,30,14,10,Fabien Riffaud; Juan Rodriguez,Tignous,Card Game; World War I
650,Freedom: The Underground Railroad,2013,7.57034,2.9128,"Thematic(120), Strategy Game(379)",1,4,1,4,3,3,60,120,13,12,Brian Mayer,Jarek Nocoń; Steve Paschal,American Civil War; Economic; Educational; Political
651,Men-Nefer,2024,8.16815,3.6906,Strategy Game(341),1,4,1,4,3,3,60,120,14,14,Germán P. Millán,Laura Bevon,Ancient; Civilization; Industry / Manufacturing
652,Libertalia,2012,7.10202,2.2328,Strategy Game(460),2,6,3,6,4,4,40,60,14,10,Paolo Mori,Ben Carre; Stéphane Gantiez,Card Game; Pirates
653,Valeria: Card Kingdoms,2016,7.4308,1.9627,"Strategy Game(422), Family Game(151)",1,5,2,4,3,3,30,45,13,8,Isaias Vallejo,Mihajlo Dimitrievski,Card Game; Dice; Fantasy
654,Toy Battle,2025,7.7677,1.4717,"War Game(143), Family Game(122)",2,2,2,2,2,2,15,15,8,8,Paolo Mori; Alessandro Zucchini,Paul Mafayon,Wargame
655,Blood Bowl: Living Rulebook,2004,7.84826,3.1729,Thematic(93),2,2,2,2,2,2,120,120,12,12,Jervis Johnson,Carl Critchlow; Wayne England; David Gallagher; Pete Knifton; Richard Wright,Collectible Components; Expansion for Base-game; Fantasy; Fighting; Miniatures; Sports
656,Warp's Edge,2020,7.6507,2.4027,Strategy Game(392),1,1,1,1,1,1,30,45,10,10,Scott Almes,Tyler Johnson,Science Fiction
657,Karuba,2015,7.16533,1.4212,Family Game(166),2,4,2,4,4,4,30,40,8,6,Rüdiger Dorn,Claus Stephan,Exploration; Puzzle
658,Airlines Europe,2011,7.29676,2.4325,"Strategy Game(416), Family Game(154)",2,5,3,5,4,4,75,75,10,10,Alan R. Moon,Christian Fiore,Aviation / Flight; Economic
659,Last Will,2011,7.16361,2.7187,Strategy Game(442),2,5,2,5,4,4,45,75,14,12,Vladimír Suchý,Tomáš Kučerovský,Card Game; Economic; Humor
660,Crusaders: Thy Will Be Done,2018,7.47177,2.4733,Strategy Game(391),2,4,2,4,3,4,40,60,14,10,Seth Jaffee,Adam P. McIver,Medieval; Territory Building
661,Elysium,2015,7.19012,2.768,Strategy Game(436),2,4,2,4,3,4,60,60,14,12,Matthew Dunstan; Brett J. Gilbert,John McCambridge; Eric Bourgier; Cari; Vincent Dutrait; Sylvain Guinebaud; Didier Poli; Pascal Quidault; Emmanuel Roudier; Bruno Tatti,Ancient; Card Game; Mythology
662,DVONN,2001,7.4478,2.6508,Abstract Game(12),2,2,2,2,2,2,30,30,9,10,Kris Burm,Kris Burm; lu'cifer,Abstract Strategy
663,Broom Service,2015,7.16953,2.389,"Strategy Game(452), Family Game(167)",2,5,2,5,4,5,30,75,10,10,Andreas Pelikan; Alexander Pfister,Vincent Dutrait,Fantasy
664,Atlantis Rising (Second Edition),2019,7.48525,2.4485,"Strategy Game(402), Family Game(138)",1,7,1,6,4,4,60,120,10,10,Galen Ciscell; Brent Dickman,Vincent Dutrait,Ancient; Civilization; Dice; Fantasy; Mythology; Prehistoric; Science Fiction
665,First Class: All Aboard the Orient Express!,2016,7.40594,2.8014,Strategy Game(398),2,4,2,4,4,4,40,80,14,10,Helmut Ohley,Michael Menzel,Card Game; Trains
666,The Fox in the Forest,2017,7.06008,1.6036,Family Game(181),2,2,2,2,2,2,30,30,10,10,Joshua Buergel,Jennifer L. Meyer,Animals; Card Game; Fantasy
667,One Night Ultimate Werewolf,2014,7.03449,1.3808,Party Game(55),3,10,4,10,6,8,10,10,8,8,Ted Alspach; Akihisa Okui,Ted Alspach; Gus Batts,Bluffing; Card Game; Deduction; Horror; Party Game
668,Legends of Andor,2012,7.0852,2.7674,Thematic(208),2,4,1,4,4,4,60,90,10,8,Michael Menzel,Michaela Kienle; Michael Menzel,Adventure; Fantasy; Fighting; Puzzle
669,Draftosaurus,2019,7.08235,1.2441,Family Game(180),2,5,2,5,4,4,15,15,8,6,Antoine Bauza; Corentin Lebrat; Ludovic Maublanc; Théo Rivière,Jiahui Eva Gao; Vipin Alex Jacob; Roman Kucharski; TANSAN Inc.,Animals; Prehistoric; Science Fiction
670,Azul: Queen's Garden,2021,7.44206,2.9286,"Abstract Game(18), Family Game(152)",2,4,2,4,2,2,45,60,10,12,Michael Kiesling,Chris Quilliams,Abstract Strategy; Puzzle; Renaissance
671,Vikings,2007,7.24146,2.5414,Strategy Game(428),2,4,2,4,3,3,60,60,13,10,Michael Kiesling,Harald Lieske; Michael Menzel,Economic; Medieval; Nautical; Territory Building
672,Unmatched: Jurassic Park – InGen vs Raptors,2020,8.09941,2.0588,Strategy Game(373),2,2,2,2,2,2,20,40,14,8,Rob Daviau; Justin D. Jacobson,Oliver Barrett; Simon Prades,Animals; Card Game; Fantasy; Fighting; Movies / TV / Radio theme
673,Take 5,1994,6.9829,1.1897,Family Game(200),2,10,4,10,5,6,45,45,8,8,Wolfgang Kramer,Timur Baskakov; Design Edge; Oliver Freudenreich; Bill Herrin; Gatis Sluka; Franz Vohwinkel,Card Game; Number; Party Game
674,Euphoria: Build a Better Dystopia,2013,7.16517,3.1124,Strategy Game(463),2,6,2,6,4,5,60,60,13,12,Jamey Stegmaier; Alan Stone,Jacqui Davis,Science Fiction
675,London,2010,7.32177,2.8862,Strategy Game(408),2,4,2,4,3,3,90,90,13,12,Martin Wallace,Mike Atkinson; Natalia Borek; Peter Dennis; Simon Jannerland; Przemysław Sobiecki,City Building; Economic
676,Sentinels of the Multiverse,2011,7.13353,2.5125,Thematic(201),2,5,2,5,4,4,30,60,8,10,Christopher Badell; Paul Bender; Adam Rebottaro,Adam Rebottaro,Card Game; Comic Book / Strip; Fighting
677,Carcassonne: Hunters and Gatherers,2002,7.13391,1.9216,Family Game(182),2,5,2,5,2,3,35,40,8,8,Klaus-Jürgen Wrede; Bernd Brunnhofer,Marcel Gröber; Anne Pätzke; Chris Quilliams; Johann Rüttinger,Prehistoric; Territory Building
678,Bullet♥︎,2021,7.60544,2.1441,Family Game(146),1,4,1,4,1,1,10,20,13,12,Joshua Van Laningham,Collateral Damage Studios; Sebastian Koziner; Usanekorin; Davy Wagnarok,Fighting; Puzzle; Real-time; Science Fiction
679,My Father's Work,2022,7.83792,3.1371,Thematic(100),2,4,2,3,3,3,180,180,14,14,T. C. Petty III,Anh Le Art; Cold Castle Studios; Eric Hibbeler; Damien Mammoliti; Janos Orban,Fantasy; Horror
680,StarCraft: The Board Game,2007,7.36078,3.86,"Thematic(163), Strategy Game(447)",2,6,2,6,4,4,180,240,12,14,Corey Konieczka; Christian T. Petersen,Kevin Childress; Andrew Navaro; Scott Nicely; Brian Schomburg,Civilization; Fighting; Science Fiction; Space Exploration; Territory Building; Video Game Theme; Wargame
681,Nexus Ops,2005,7.21754,2.2327,"War Game(157), Thematic(173)",2,4,2,4,4,4,90,90,12,10,Charlie Catino; Steven Kimball,Christopher Burdett; Henning Ludvigsen; Scott Okumura; Anthony Waters; Peter Whitley; Peter Wocken,Science Fiction; Wargame
682,Taj Mahal,2000,7.25489,2.8492,Strategy Game(426),2,5,3,5,4,4,45,90,14,12,Reiner Knizia,Atha Kanaani; Bree Lindsoe; Franz Vohwinkel,Bluffing; Political
683,Terrorscape,2023,8.1319,2.2963,Thematic(105),2,4,2,4,2,4,30,45,14,12,Jeffrey CCH,Arepko; Roxy Dai; Samuel Horowitz; Nilanjan Malakar; Amanda Phelps; Domingo Pino,Horror; Movies / TV / Radio theme
684,Madeira,2013,7.52993,4.3032,Strategy Game(386),2,4,2,4,4,4,60,150,12,14,Nuno Bizarro Sentieiro; Paulo Soledade,Mariano Iannelli,Dice; Economic; Farming; Nautical
685,In the Hall of the Mountain King,2019,7.54377,2.8608,Strategy Game(401),2,5,2,5,3,4,90,90,12,12,Jay Cormier; Graeme Jahns,Josh Cappel; Kwanchai Moriya,Fantasy; Territory Building
686,War of the Ring: The Card Game,2022,7.61464,2.9739,"Thematic(135), Strategy Game(403)",2,4,2,4,4,4,90,120,13,12,Ian Brody,Antonio De Luca; Jon Hodgson; John Howe; Matteo Macchi; Fabio Maiorana; Francesco Mattioli; Andrea Piparo; Dmitry Prosvirnin; Ben Wootten; Kuo Yang,Card Game; Fantasy; Novel-based
687,Unlock!: Escape Adventures,2017,7.32831,2.0962,Thematic(146),2,6,2,4,2,2,45,75,10,12,Alice Carroll; Thomas Cauët; Cyril Demaegd,Florian de Gesincourt; Arnaud Demaegd; Legruth; Pierre Santamaria,Card Game; Puzzle
688,Archipelago,2012,7.2635,3.7415,Strategy Game(448),2,5,2,5,4,4,30,240,14,14,Christophe Boelinger,Vincent Boulanger; Ismaël Pommaz; Chris Quilliams,Civilization; Economic; Exploration; Nautical; Negotiation; Renaissance
689,Project: ELITE,2020,7.9388,2.4559,Thematic(86),1,6,2,6,4,4,60,60,14,10,Konstantinos Kokkinis; Marco Portugal; Sotirios Tsantilas,Saeed Jalabi; Stef Kopinski; Henning Ludvigsen; Mike McVey,Fighting; Miniatures; Real-time; Science Fiction
690,Tales of the Arabian Nights,2009,7.15639,2.1509,Thematic(195),2,6,2,4,3,3,120,120,14,12,Anthony J. Gallela; Eric Goldberg; Kevin Maroney; Zev Shlasinger,Peter Gifford; Dan Harding,Adventure; Arabian; Exploration; Fantasy; Travel
691,Agent Avenue,2024,7.56611,1.2521,Family Game(140),2,4,2,4,2,4,10,20,8,8,Christian Kudahl; Laura Kudahl,Fanny Pastor-Berlie,Animals; Bluffing; Card Game; Spies / Secret Agents
692,Baseball Highlights: 2045,2015,7.51663,2.1951,"Thematic(138), Strategy Game(412)",1,4,1,4,2,2,45,45,9,8,Mike Fitzgerald,William Bricker; Franz Vohwinkel,Card Game; Science Fiction; Sports
693,Creature Comforts,2022,7.4221,2.3537,Family Game(158),1,5,1,3,2,2,45,45,8,10,Roberta Taylor,Shawna J.C. Tenney,Animals
694,High Frontier 4 All,2020,8.36374,4.8226,"Thematic(72), Strategy Game(350)",1,5,1,4,3,3,30,240,14,16,Phil Eklund; Justin Grey; Jon Manker; Dom Rougier,Anna H Lindberg; Josefin Strand,Civilization; Economic; Exploration; Industry / Manufacturing; Science Fiction; Space Exploration
695,La Granja: Deluxe Master Set,2023,8.22441,3.4737,Strategy Game(343),1,4,1,4,3,3,90,120,14,12,Michael Keller (II); Andreas Odendahl; Tony Boydell; Stefan Feld; Kevin Hendranata; Błażej Kubacki; Adam Kwapiński; Andrei Novac,Agnieszka Dabrowiecka; Zbigniew Umgelter,Dice; Economic; Farming
696,Colosseum,2007,7.20128,2.7583,"Strategy Game(454), Family Game(171)",3,5,3,5,5,5,60,90,10,10,Wolfgang Kramer; Markus Lübke,Cyrille Daujean; Jacqui Davis; Julien Delval; Daniel Solis,Ancient; Negotiation
697,Queendomino,2017,7.13867,2.0701,Family Game(179),2,4,2,4,2,2,25,25,8,10,Bruno Cathala,Cyril Bouquet,Fantasy; Medieval; Puzzle; Territory Building
698,Time's Up! Title Recall!,2008,7.67129,1.1895,Party Game(13),4,18,4,12,6,8,60,60,12,14,Michael Adams; Peter Sarrett,N/A,Humor; Movies / TV / Radio theme; Party Game
699,Dice Throne: Season One,2018,7.48815,2.066,Family Game(174),2,6,2,4,2,2,20,40,8,8,Nate Chatellier; Manny Trembley,Manny Trembley,Card Game; Dice; Fantasy; Fighting
700,Star Trek: Ascendancy,2016,7.80408,3.1905,"War Game(77), Thematic(123)",3,3,3,3,3,3,180,180,14,12,Aaron Dill; John Kovaleski; Sean Sweigart,Katie Dillon; Charles Woods,Civilization; Exploration; Movies / TV / Radio theme; Negotiation; Science Fiction; Space Exploration; Territory Building; Wargame
701,Weather Machine,2022,7.69992,4.5538,Strategy Game(394),2,4,1,4,3,4,60,150,14,14,Vital Lacerda,Ian O'Toole,Environmental; Science Fiction
702,HeroQuest,1989,7.22835,2.1309,Thematic(216),2,5,2,5,5,5,90,90,14,8,Stephen Baker,Gary Chalk; Nikki Dawes; Max Dunbar; Les Edwards,Adventure; Exploration; Fantasy; Fighting; Miniatures
703,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,2013,7.15917,2.7178,Thematic(190),1,4,1,4,3,4,90,90,13,10,Mike Selinker; Chad Brown; Tanis O'Connor; Paul Peterson; Gaby Weidling,Noah Bradley; Vincent Dutrait,Adventure; Card Game; Fantasy; Fighting
704,Tobago,2009,7.09487,2.1339,Family Game(185),2,4,2,4,4,4,60,60,10,8,Bruce Allen,Victor Boden,Adventure; Deduction; Exploration
705,Triumph & Tragedy: European Balance of Power 1936-1945,2015,8.13836,3.4211,War Game(10),2,3,3,3,3,3,240,360,12,12,Craig Besinque,Charles Kibler; Rodger B. MacGowan,Economic; Negotiation; Political; Territory Building; Wargame; World War II
706,Unlock!: Heroic Adventures,2018,7.58566,2.24,Thematic(117),1,6,1,4,2,2,60,60,10,10,Mathieu Casnin; Thomas Cauët; Cyril Demaegd; Vincent Goyat; Dave Neale,Laurent Bazart; Arnaud Demaegd; Mahulda Jelly,Card Game; Exploration; Puzzle; Real-time
707,Mille Fiori,2021,7.41509,2.1702,"Strategy Game(423), Family Game(148)",2,4,3,4,4,4,60,90,10,8,Reiner Knizia,Stephan Lorenz,Card Game; Industry / Manufacturing
